"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Riiad1",938.518648814192,1.96076799122335,0.108263997182988,18.1109883455462,2.61019870881968e-73,2.51449142282963e-71
"BC021767",57.3372832583884,2.40586039452275,0.37686986099571,6.38379622123759,1.72750940880017e-10,1.09632649474024e-09
"Selenbp2",169.489961814469,1.84574054089306,0.258966381516061,7.12733649088961,1.02329719185168e-12,7.72769356741061e-12
"Gm43534",187.71015237704,1.61570531504552,0.257653230788231,6.27085214535303,3.59077470291573e-10,2.21156402604171e-09
"Spag17",623.889597276752,2.64648087172598,0.337716875140881,7.83638919619276,4.63687151777062e-15,4.17013196702914e-14
"Gm16160",89.3172020031146,3.08175981006301,0.443977969546051,6.94124488477205,3.88659600581936e-12,2.81890756638289e-11
"Ampd1",109.859335814661,1.73148318882786,0.27529008298853,6.28966786609601,3.18145913100496e-10,1.96996159129553e-09
"Pifo",1401.66369043018,2.04027800678198,0.130241965979129,15.6652887680529,2.61240448070921e-55,1.35376601848614e-53
"Chia1",281.432041965739,2.83956043261079,0.247825723039196,11.4578922550412,2.14675621040773e-30,4.30152697733431e-29
"Chil4",3544.40075602506,2.1042001733213,0.295096122006494,7.13055854144704,9.9962448094241e-13,7.55271830045377e-12
"2010016I18Rik",115.770237388984,1.58268821489987,0.303060858588964,5.22234452271003,1.76671877220631e-07,8.08719150433034e-07
"Gstm3",70.8782256248801,2.01348789566327,0.413659754459012,4.86749768126834,1.13020157441626e-06,4.70489453194669e-06
"Cfap276",464.082133505577,2.36366058408306,0.175446828803307,13.4722331557953,2.27868355641979e-41,7.10457603441425e-40
"Fndc7",1826.23606781764,3.29676772777095,0.296698288099816,11.1115158394909,1.10271517994921e-28,2.05603023874401e-27
"Vav3",1380.36962358717,-1.61504861452417,0.114271695301453,-14.1334090674302,2.36416631461431e-45,8.58180951111688e-44
"Amy1",222.779811768153,1.57951890366652,0.214478207503853,7.36447269887847,1.77848445204242e-13,1.41712960473454e-12
"Palmd",263.690063431271,-2.98690042174782,0.228274231915202,-13.0847025382058,4.02733691617409e-39,1.14626551470197e-37
"A530020G20Rik",415.40058390256,1.65900805641129,0.196839347272618,8.42823388412074,3.50921142467834e-17,3.63448857960483e-16
"A730020M07Rik",19.5799752739946,2.56581245467653,0.798687696702608,3.21253534425222,0.00131568958720311,0.00337409268199459
"F3",54390.0138333945,1.50479794809996,0.0850944425745201,17.6838569308701,5.58420682897624e-70,4.7681511491963e-68
"4930447N08Rik",17.8043574810839,-3.46893613321698,0.822425999722274,-4.21793101675824,2.4655421857271e-05,8.57400438188155e-05
"Col25a1",55.7590129439001,2.01592491084131,0.386798664143868,5.21181973392621,1.86997211915138e-07,8.51832100836828e-07
"Slc39a8",1501.80584548383,1.58149758137113,0.105165302004852,15.0382070057496,4.12573951117187e-51,1.8675184751172e-49
"Adh7",17543.8236198369,-1.99835702531852,0.0864714629725633,-23.1100175320565,3.67173592039549e-118,1.62290727681481e-115
"Adh1",429.554265090654,-3.45812821394857,0.167462561370439,-20.650157179305,9.73027658006647e-95,1.85096957525619e-92
"9530052C20Rik",35.152857957496,1.95199059094632,0.555713092165893,3.51258701381037,0.000443766668231924,0.00124466694479085
"Ddah1",328.579228269033,1.62173256835687,0.205671029573234,7.88508022603843,3.14333506229075e-15,2.86464762377838e-14
"Dnai3",1226.53702004002,2.13126108825027,0.133921000372109,15.9143157707037,5.04151416379586e-57,2.74506792947551e-55
"Uox",455.770408790708,2.27020959674466,0.183766576594802,12.3537676916646,4.64824313368072e-35,1.12485986816351e-33
"Ifi44",309.371113865097,2.97066402208191,0.25800149379006,11.5141349704711,1.1197755895401e-30,2.27098347633045e-29
"Gipc2",1621.29308896399,1.85181701223073,0.103601103047592,17.874491272357,1.8636756706863e-71,1.65723775024105e-69
"Erich3",1663.43681411033,3.35940755085801,0.119078198842695,28.2117766602756,4.19308501632156e-175,7.87671020316006e-172
"Sdr16c6",64.3269460444928,-2.93475900030174,0.469704060089146,-6.24810226197481,4.1546963835414e-10,2.54014553506347e-09
"4930412C18Rik",320.134766406081,2.34079584979589,0.231418435553203,10.1149929745236,4.74051032121124e-24,7.21787123679459e-23
"Gem",399.590681211916,3.08293541628079,0.204382402777343,15.0841529132984,2.05900199983817e-51,9.4625939001737e-50
"Cdh17",317.085872756515,2.62453352316938,0.226969960995418,11.5633518711419,6.31930116763046e-31,1.30091038283768e-29
"Ttpa",247.722495931278,3.51768451333105,0.569056231726045,6.18161144226698,6.34505437066694e-10,3.79743038958115e-09
"Nkain3",47.8029828475167,-2.55855654124452,0.472763141697238,-5.41192050644898,6.23523699290663e-08,3.01684293397942e-07
"Klhl32",126.200722982127,2.27184353097367,0.284724931861038,7.9790818321539,1.47425814554093e-15,1.36771019195668e-14
"Epha7",332.371464640002,-1.55519457881609,0.177334807741845,-8.76982132622303,1.78950023820714e-18,2.01291987872581e-17
"Rragd",951.275512057667,1.56692290751095,0.119356489025342,13.1280914871604,2.2731340091503e-39,6.55674815537633e-38
"Cfap206",3030.71096119265,2.47816182014155,0.114726893774683,21.6005309531739,1.77562899424429e-103,4.60071595267297e-101
"1110017D15Rik",1155.15459447857,2.16018799958098,0.242940705563394,8.89183224594404,6.01093951222074e-19,6.94330507222546e-18
"Dnai1",983.724686745741,2.58358707001454,0.144982285488504,17.8200189168586,4.94197971474017e-71,4.36871006783031e-69
"Atp8b5",302.931010324187,2.13032914784028,0.264785200539,8.04549930851028,8.58944872751114e-16,8.09800724448164e-15
"Fam166b",527.510836292809,4.04539214071877,0.46002948399048,8.79376709863771,1.44627213990937e-18,1.63910842523062e-17
"Car9",1355.96392239527,6.5478470779143,0.192786431086003,33.9642527797679,7.51446736974791e-253,3.76424718775239e-249
"Spag8",855.933082143213,2.44551266506068,0.113784130488767,21.4925636339252,1.82737794043907e-102,4.52994114630237e-100
"Ccdc180",1943.90995122613,3.18443360497707,0.206340722785587,15.4328896496407,9.83655798073836e-54,4.87867304734443e-52
"Col15a1",392.738880923142,2.82241178652474,0.187025520452689,15.09105163666,1.8546256918959e-51,8.54948309748822e-50
"Abca1",769.117074619809,-1.73886275516836,0.304276386625988,-5.71474761630368,1.0986696124317e-08,5.75690618396919e-08
"Gm12530",40.3170999302657,1.92590443348822,0.51919675794565,3.70939225643204,0.000207757344165502,0.000619233908789997
"Slc46a2",34.8187515031756,-1.99928883731814,0.559626128221099,-3.57254376895044,0.000353530371248112,0.00100985638074827
"Wdr31",692.311631072609,1.76387383524111,0.158254084397967,11.1458345100619,7.50375328243479e-29,1.41666337096018e-27
"C630043F03Rik",121.719753104831,-1.68406444602627,0.376919785534337,-4.4679650967085,7.89671862028443e-06,2.94836987392881e-05
"Cntln",1199.17981933181,1.5015065166302,0.10945068699001,13.718566396639,7.86042603383046e-43,2.60190489948027e-41
"Adamtsl1",994.001575974447,1.70761676324072,0.119256776372764,14.3188237614538,1.66924540936544e-46,6.31874559494805e-45
"Hacd4",110.641075108801,1.80734964074003,0.330657716776405,5.4659230649747,4.60504051647662e-08,2.26010936909245e-07
"Wincr1",46.7060065872373,2.26346868874034,0.514981782966911,4.39524030481245,1.10650277558482e-05,4.028227643287e-05
"Gm12695",600.898485491648,2.18928748925419,0.15974790593841,13.7046396720735,9.52389294010299e-43,3.13870752420763e-41
"Kank4",88.537287003025,-2.10929273204722,0.352423244300051,-5.98511240720372,2.16240470267651e-09,1.22860559061711e-08
"Ak4",1722.52167218163,2.70790616417503,0.308595539078411,8.77493619078849,1.71000799112456e-18,1.92927928608257e-17
"Dnajc6",63.9383677659346,-1.72879119242294,0.448395572937222,-3.85550459630647,0.000115491160564282,0.000358077400651956
"Dnai4",2680.40860614195,2.08163958792143,0.120396938600262,17.2898049744671,5.61418916523214e-67,4.28274288198521e-65
"Ldlrad1",1591.03980751497,2.87557675960228,0.130214025562144,22.0834641060224,4.5577815871393e-108,1.48900742807673e-105
"Dio1",207.550633206953,1.61708922041114,0.225879952526551,7.15906481439984,8.1229277031535e-13,6.17457549433439e-12
"Shisal2a",58.0048362890176,3.53556546205521,0.450517011806972,7.84779568672548,4.23413256232759e-15,3.8308575645189e-14
"Gpx7",39.6438116462284,1.91385508609368,0.532472478541962,3.59427982331459,0.000325290091250781,0.000936845437201369
"Agbl4",90.3196686183834,3.30585017469381,0.416640724216476,7.93453443829982,2.11286389215893e-15,1.94798273443954e-14
"Skint4",27.0996511572011,-2.21076420739619,0.707165219222371,-3.126234361225,0.00177060385553587,0.00441847369067151
"Skint3",119.200504727356,-3.14526232877109,0.384098851018316,-8.18867934760135,2.64108146144657e-16,2.57561143430363e-15
"Ccdc17",4546.23919037003,2.13816047939248,0.209160647880796,10.2225753317185,1.57110414561187e-24,2.4621384872451e-23
"Hpdl",12.2872400048534,-2.90412666538763,0.872056772275915,-3.33020367218566,0.00086782480165003,0.00230499666298986
"Dynlt4",2023.89506308549,2.34504636717631,0.209181928442318,11.2105590795476,3.6190018903198e-29,6.87564606924475e-28
"Armh1",636.977616832438,2.47907109951754,0.188152285386801,13.1758755649505,1.20817591507967e-39,3.525527699382e-38
"9530034E10Rik",217.244001760579,1.74979851634836,0.225902042889943,7.7458286519385,9.4960496032419e-15,8.366328747711e-14
"Cfap57",1134.40750667918,2.32533609493459,0.292554287631846,7.94839177971927,1.88948294604461e-15,1.74631917055095e-14
"Slc2a1",9320.38567140088,1.78943448121149,0.0994394623699657,17.995214762464,2.12397156706404e-72,1.95822360183057e-70
"Ccdc30",1166.89203290425,1.73680941197695,0.130036280142488,13.3563449375346,1.0877557273195e-40,3.30238243841564e-39
"Zmynd12",518.519022794678,2.28552009328624,0.164047741029733,13.9320424587377,4.04616935957741e-44,1.40105606303524e-42
"Edn2",2290.76598975353,5.16999428482418,0.332041084900648,15.5703451166928,1.15780836744531e-54,5.89815055795531e-53
"Bmp8b",83.3349466320445,2.42410497759991,0.465685222584971,5.20545823666886,1.93518467898239e-07,8.78874444114455e-07
"Dnali1",3401.29485024764,2.42263578326481,0.0917339955105799,26.409356419948,1.06985976334071e-153,1.14841803739173e-150
"Oscp1",1858.49604070901,1.57032818843745,0.116453599317765,13.484582680459,1.927530274081e-41,6.03477603310193e-40
"Tekt2",246.674462016393,2.20991168003336,0.230950674878054,9.56876043423659,1.08195049649849e-21,1.44529351656705e-20
"Dcdc2b",690.89050633101,1.95624307218093,0.315960732609499,6.19141200244867,5.96276239800184e-10,3.57860995675606e-09
"Sdc3",14482.3570325646,2.15971236737139,0.150493600786901,14.3508584822124,1.05226557954247e-46,4.03404263504189e-45
"Trnp1",1064.67266652821,-1.54365134135112,0.0978088296432195,-15.7823311758452,4.11697605081575e-56,2.19396865573259e-54
"Ubxn11",1774.60983010829,2.29104516627722,0.111808225912066,20.4908462466712,2.5983754844203e-93,4.76199838778881e-91
"Extl1",42.6392614855431,-1.96175659848552,0.469820865228463,-4.17554166635738,2.97277832740692e-05,0.000101788363418253
"Man1c1",359.977927493184,-2.32310868854958,0.189302611640389,-12.2719315302565,1.28159075980123e-34,3.0522576764331e-33
"Ncmap",367.154667246731,1.82164862916062,0.16900674647145,10.7785556919667,4.34656749267621e-27,7.65770413598336e-26
"Stpg1",321.710821173593,2.13440358118135,0.179144339510926,11.9144349579138,9.95386836056686e-33,2.1965746508458e-31
"Il22ra1",269.833433567808,1.96702275333388,0.242793042281076,8.10164383152588,5.42214898957394e-16,5.18016878673345e-15
"Kif17",74.3904323124404,2.69757250529605,0.387608033782848,6.95953713592873,3.41392520394217e-12,2.48929975569349e-11
"Ubxn10",3509.40386684101,2.0901990798889,0.10497920051187,19.9106020020849,3.29333802319013e-88,5.15544623046888e-86
"Padi4",205.367701863092,-2.14462212386923,0.235028843549288,-9.12493161044499,7.17815656617065e-20,8.72761625213694e-19
"Padi2",36.3461600078804,-1.62688928034769,0.634365270534026,-2.56459386400225,0.0103296635693044,0.0216113301015602
"Mfap2",29.032577306111,2.47848526320417,0.515067462806888,4.8119623975033,1.4945547787686e-06,6.13498203095727e-06
"Fblim1",134.841257287741,2.11437359618118,0.235850709409247,8.96488122286004,3.10615454659438e-19,3.62698450087183e-18
"Fhad1",2223.14865006223,2.43850088595233,0.121524815614262,20.0658678116616,1.46707082181963e-89,2.37066024841994e-87
"Cfap107",16.2188674187813,3.09833305621664,0.77120681413454,4.01751255231534,5.88157032990218e-05,0.000191151035721821
"Tnfrsf8",32.365724727356,-2.15191144077715,0.550796708646544,-3.9069068623612,9.3485167342405e-05,0.000294034134537811
"Kcnab2",182.368328007231,1.72232855907351,0.254881952902265,6.7573578256988,1.40530826955086e-11,9.81821137834043e-11
"Nphp4",1111.10338339357,1.56375799677756,0.12317536221356,12.6953797307804,6.27249749271529e-37,1.64221415192553e-35
"Ccdc27",43.7578345576537,1.82935349959741,0.450727682202347,4.05866684437667,4.93536655110584e-05,0.000162579326019331
"Megf6",4885.15316358565,3.35582292323077,0.176806742835115,18.9801750171956,2.48765963536572e-80,2.92066789064657e-78
"Ttc34",791.404912382996,3.20721250774989,0.154559169331058,20.7507100460679,1.20794341445698e-95,2.38854916216573e-93
"Morn1",914.990070288826,1.97306149412287,0.128367407507224,15.3704241009295,2.58471689363762e-53,1.25300404766407e-51
"Cfap74",906.311648108502,1.64027440112485,0.133084983028131,12.3250149175594,6.64311893456452e-35,1.60245250960892e-33
"Mmp23",66.7302300747832,1.80796062763817,0.370082690482511,4.88528827241547,1.03277635668238e-06,4.32207270627201e-06
"Mxra8",203.038674501523,2.74560857928255,0.249190758152843,11.0180995460454,3.12588955331588e-28,5.69404463117953e-27
"Ttll10",1208.44985239595,1.53662795668259,0.0920951149910884,16.6852276239764,1.67865005237228e-62,1.09681534726307e-60
"Adam22",214.582821780651,2.05540831143375,0.243969674248036,8.42485164506179,3.61207617774928e-17,3.73587617338032e-16
"Rundc3b",64.1752636543814,3.19831125190003,0.464810906161398,6.88088684990853,5.94810840099258e-12,4.25252964082381e-11
"Abcb1b",281.190359535319,-1.78534362820995,0.188807199459791,-9.45590863758435,3.20228467322082e-21,4.15578014414184e-20
"Cacna2d1",64.4061273860007,-1.50588042776844,0.459241141502847,-3.27906254836078,0.00104152548303343,0.00272446387450415
"Cd36",9018.84812486913,-1.56389015871955,0.0923668683568997,-16.9312891791111,2.64522515438689e-64,1.87511526510029e-62
"Gnat3",44.8437584529807,-2.41613594714913,0.451305084021788,-5.35366436738942,8.61906683039863e-08,4.10546232415945e-07
"Ccdc146",1925.45978048124,1.92709222612011,0.219319062758757,8.78670646262903,1.54008505587859e-18,1.74280107076382e-17
"Fbxl13",461.223443630903,2.84631171535079,0.170549232887999,16.6890912797009,1.57347506445955e-62,1.03258442221389e-60
"Kcnh2",179.570717959381,2.90684931909344,0.291376912789477,9.9762513483478,1.93644910142942e-23,2.84466833785741e-22
"Drc1",1538.74472677146,3.06433169000168,0.130860319438258,23.4168134630566,2.88106151461074e-121,1.35301851379907e-118
"Fam166c",539.251724971909,2.38284419946025,0.154123046275825,15.4606611862305,6.39388484117039e-54,3.20291004643695e-52
"Gm9903",40.1557052635687,1.71517608881285,0.502327060094738,3.41446086637135,0.000639083735011367,0.00174177554765158
"Gm1673",154.74249744074,1.8468861361183,0.300455256948377,6.1469589677894,7.89825502112403e-10,4.67671302038818e-09
"Nat8l",85.6682566262581,-1.91872842084932,0.41802225428938,-4.59001500795951,4.43214140731453e-06,1.71698485189817e-05
"Cfap99",152.980737452703,1.82187510797376,0.268999229354376,6.77278932116809,1.26322842915394e-11,8.84201063499087e-11
"Hgfac",179.010712654425,2.46066872154976,0.287907511988822,8.54673330526124,1.26621325598431e-17,1.36016103008808e-16
"Ccdc96",1197.35847867111,1.82331660945428,0.11030493810274,16.529782263746,2.2395115044505e-61,1.42005818096549e-59
"Prom1",2506.17879648555,2.15742677083309,0.217503903976753,9.91902550431318,3.44099222219823e-23,4.9962542140285e-22
"Gm43686",40.4078981348199,-1.74157654428154,0.442932215531121,-3.93192566088969,8.42681266295601e-05,0.000267000085808355
"Dthd1",197.872228407364,1.52110256914705,0.244268316511681,6.22717915638602,4.74907957065469e-10,2.8847683018512e-09
"Wdr19",3114.92631206809,1.53165215243193,0.0905377111945628,16.9172837729513,3.35552937706529e-64,2.35639698497837e-62
"9130230L23Rik",258.493204193114,2.34644821454084,0.232529159220881,10.0909848141322,6.05588714315018e-24,9.12817171386769e-23
"Nsun7",629.957911100726,1.70764208718493,0.138066290095204,12.3682767604418,3.88057568158582e-35,9.46709275046619e-34
"Spata18",2810.89051503558,1.94905331147223,0.190409940047031,10.2360901483967,1.36647445701784e-24,2.15481407555762e-23
"2310040G07Rik",38.6940557283096,1.71825321949176,0.499274357264086,3.44150103944334,0.000578496248829311,0.00158933119331022
"Thegl",58.9911172008752,2.94013338502742,0.393979900203793,7.46264817953042,8.48005607347343e-14,6.92975979728976e-13
"Spink2",43.475875409642,2.14431245710878,0.548415762210264,3.91001244834142,9.22913647794589e-05,0.000290522545015858
"Sult1d1",13557.9251855846,-1.70220981106535,0.0746332888587853,-22.8076483978367,3.84999734929921e-115,1.48353231192996e-112
"Slc4a4",2549.59088193925,2.46289380150009,0.194204540579197,12.6819578685171,7.44486995276011e-37,1.93902089514868e-35
"Cxcl1",685.006237841958,-1.70342346230272,0.120323238710257,-14.1570612673137,1.68911332972815e-45,6.16116386387248e-44
"Odaph",29.7948873108292,1.89762291241129,0.61351743059642,3.09302200357462,0.00198129444380033,0.00489718633247225
"Fam47e",859.016940451557,2.14784360199206,0.125711253485068,17.0855316644121,1.90201673713094e-65,1.3676319390241e-63
"Stbd1",375.998394689225,2.55004883615248,0.216856044715656,11.7591780275073,6.33479942578931e-32,1.35999093958231e-30
"Gm43682",37.5927659552756,1.53208884843002,0.453198610781159,3.38061241138676,0.00072324484273856,0.00194958268998656
"Cfap299",541.056769030905,2.44533168652833,0.133535698004622,18.3121945896721,6.61492129954016e-75,6.71682684388443e-73
"4930458D05Rik",187.45168408493,2.90234207724842,0.275274405187687,10.5434505444469,5.44631743531946e-26,9.13473866272108e-25
"Gpat3",578.164088846977,1.71264276180718,0.166127026375531,10.3092362463392,6.40079613027596e-25,1.02440004521605e-23
"Gm43272",29.1419477992394,1.51300261972273,0.531172983320745,2.84841787371011,0.00439371917387559,0.00998771921721408
"Lrrc8b",965.395419034116,1.64732119921394,0.117759385309528,13.9888739643467,1.8227504256494e-44,6.37030078992074e-43
"Lrrc8c",884.879013348151,1.93004979730859,0.128543162853227,15.0147993441889,5.87393540884276e-51,2.63502989027131e-49
"Acacb",477.622429358987,2.02075105038845,0.151592271129862,13.3301720155466,1.5454092173709e-40,4.64488194372996e-39
"Foxn4",794.608460370039,1.74488719489546,0.137447572432088,12.6949291574981,6.3087008086933e-37,1.64882010005292e-35
"Myo1h",524.845149105694,2.45114922406236,0.151929407307009,16.133474536034,1.48429779820501e-58,8.48137920586497e-57
"Oasl2",541.131216728743,2.49641466746928,0.1617288169237,15.435806153501,9.4018277152671e-54,4.69404208986824e-52
"Oasl1",61.4604271350776,2.33148957385122,0.382392351440547,6.09711351460886,1.0800082965568e-09,6.29327827865667e-09
"Ccdc60",909.385864468753,2.39003798599978,0.136341710095004,17.5297638876201,8.49213710309927e-69,6.93586067311826e-67
"Gm15728",320.542757227244,1.50338617089746,0.163598531547543,9.18948450622596,3.94728412240295e-20,4.86626626673269e-19
"Tesc",27.3138788052797,2.16368729567786,0.614951005355045,3.51847102750672,0.000434041207200455,0.00121920958164644
"Iqcd",428.692318404756,2.12603291678278,0.154203550880824,13.7871852148586,3.04407388774755e-43,1.01884949632673e-41
"Gm43579",68.9229773547893,2.29196468700251,0.373843576617386,6.13081200362108,8.74316714784321e-10,5.14658503320751e-09
"Cfap73",284.976707206691,2.51205504415701,0.237668431493727,10.5695780814008,4.1234553694317e-26,6.97829811844815e-25
"Rasal1",509.034183154221,2.02442033315907,0.173233063810037,11.6861082326582,1.50108749397992e-31,3.17080232923594e-30
"Dtx1",555.557930850451,3.14218912123107,0.214219322804737,14.6680938026082,1.03203802940308e-48,4.28438328891422e-47
"Oas2",90.2319347520633,4.8209076327043,0.396382072728448,12.1622746445624,4.93647185355335e-34,1.1591452971125e-32
"Oas1a",180.065139376181,3.08771654475958,0.32182998256495,9.59424762152617,8.45315644595452e-22,1.13727873831517e-20
"Morn3",468.014724621417,1.99426129872186,0.218106142956436,9.14353567345506,6.04431484600804e-20,7.38716376484415e-19
"Gm43412",119.146670614885,2.41640440326994,0.360977566591797,6.69405699108852,2.17066815506713e-11,1.49636701992426e-10
"Wdr66",2023.93769791139,2.19882463175222,0.20340161985012,10.8102611639596,3.07792541214729e-27,5.44177212867641e-26
"Lrrc43",469.365958260179,2.38803232047144,0.157150254705218,15.1958539612354,3.76722007671616e-52,1.76366926208381e-50
"Ccdc62",262.769747825904,1.64146991676116,0.198026244766868,8.28915338314692,1.14057383867867e-16,1.13739506620193e-15
"Dnah10",2496.37230454491,3.7409254469081,0.320371225641349,11.6768459446355,1.67392092455155e-31,3.52320499357992e-30
"Rflna",84.7358277346716,2.14979383620568,0.373057763558978,5.76262993617023,8.2813241956429e-09,4.39914245359213e-08
"Fzd10os",19.3089263780783,-2.10223551784139,0.768031726228209,-2.73717275738781,0.00619697403139951,0.0136265098754853
"Fzd10",279.677170285462,-3.99541525500482,0.207876283378976,-19.2201591738141,2.50998894193642e-82,3.30878191398426e-80
"Phkg1",46.9854366867073,2.01190784908976,0.44682658351463,4.50265924928768,6.71084345990618e-06,2.53202499411173e-05
"Syna",185.587672856924,1.81696140119985,0.273161530202563,6.65160061101019,2.89922557674095e-11,1.97594385339061e-10
"Hip1",334.227364414087,-1.62322372070356,0.196474408741694,-8.26175648573969,1.43544315439073e-16,1.42200657377613e-15
"Styxl1",511.173470130687,2.37154792370407,0.160620946708287,14.7648732765296,2.4678569987459e-49,1.04470295710291e-47
"Col26a1",94.8069558276359,5.11603975027227,0.461185326566016,11.0932405164889,1.35296085791235e-28,2.5101599719391e-27
"Serpine1",42790.8149820873,5.8494009668221,0.574400842184682,10.1834825739016,2.34997425742321e-24,3.65205926996443e-23
"Gm31160",579.083070118219,2.9275578144854,0.402089880463827,7.2808542485783,3.31712915911592e-13,2.58960088328281e-12
"Zan",58.197069867238,1.67898223781917,0.37064648803307,4.52987494021356,5.9018610455493e-06,2.24760069408287e-05
"Cyp3a13",304.872039571482,-1.81438192433186,0.199358454287708,-9.10110349126907,8.94186272406467e-20,1.07847763256215e-18
"Prkar1b",227.785631382274,2.84001805806033,0.227850796227317,12.4643762720362,1.16781921866097e-35,2.90082433355985e-34
"Adap1",230.94984208772,1.8676198245043,0.249799754260277,7.47646782133477,7.63468262817779e-14,6.27647760045163e-13
"Cyp2w1",317.063332054547,-1.85655905745156,0.197452382398695,-9.40256600045878,5.32483342139904e-21,6.86880657998152e-20
"Fscn1",349.714207764935,1.6196303217201,0.172182848753864,9.4064555990438,5.13149444707124e-21,6.62509437719816e-20
"Rsph10b",1040.17031866743,2.37406482098971,0.145857138209997,16.276644736932,1.44581955203342e-59,8.65648455297139e-58
"Ocm",88.7590489797608,2.39564059337999,0.338338174490966,7.0806097981236,1.43521497027606e-12,1.07145606424782e-11
"Gm15410",28.7995699421172,1.76430839653824,0.531290421932412,3.32079842531528,0.000897603404177371,0.00237988425511248
"Tex26",393.31984097176,2.45562464831221,0.172240195548944,14.2569778238229,4.05644693084322e-46,1.52020659542922e-44
"Gm15997",52.9082939547854,2.6484705607362,0.437413542597657,6.05484353549685,1.40554213080928e-09,8.1334182294193e-09
"Wdr95",400.132752982826,2.34967668697997,0.227684323906478,10.3198878458805,5.72900390252301e-25,9.20807172696426e-24
"Rxfp2",72.0183144764134,2.4409143499702,0.357244169509966,6.83262193843056,8.33764805542588e-12,5.89638470479719e-11
"Gm43197",248.815262283449,2.43200500829128,0.259679938386341,9.36539427498263,7.57668758558672e-21,9.65754546532631e-20
"Ppp1r9a",904.620749251986,2.46570681434754,0.140292166009209,17.5755131914186,3.79441382643149e-69,3.15041165655317e-67
"Slc25a13",2131.49843670735,1.95074316518772,0.0900535734131387,21.66202951479,4.68148880304077e-104,1.27915297694721e-101
"D830026I12Rik",116.443323495731,3.08151704316316,0.37288256177627,8.26404170922873,1.40821373857066e-16,1.39779630536591e-15
"Cav1",12167.5346980995,1.86176397111592,0.0869475855376096,21.412486150183,1.02211905026204e-101,2.40006329489656e-99
"Aass",125.329515195847,2.04225799800778,0.296071569802578,6.89785243267217,5.27945445997449e-12,3.78709506560843e-11
"Iqub",854.81742705824,2.15848050888296,0.157802538054011,13.6783637037838,1.36735094838678e-42,4.46707609833836e-41
"Lrrc4",364.299994089566,2.77700808947845,0.21828025655771,12.722213787321,4.45069357768502e-37,1.171366428817e-35
"Flnc",46.2874330017599,1.52788185050353,0.421701627672811,3.62313481912613,0.000291054018512152,0.00084569988209602
"Tspan33",5097.77841278761,2.27043961744472,0.229131007318358,9.90891474714348,3.80759475231635e-23,5.51257552387381e-22
"Smkr-ps",176.422000218402,2.38439187063909,0.240247701822998,9.92472291117186,3.25004161111256e-23,4.72813410762822e-22
"Lrguk",956.952943481082,2.46745340984099,0.292975499603991,8.42204693967994,3.699627719322e-17,3.82379679270777e-16
"Dennd2a",183.501961234078,2.76859643042696,0.241108287478813,11.4827924804129,1.60995274603377e-30,3.24321311895381e-29
"Sspo",428.187118545481,2.49040133647346,0.146234393562599,17.0302025111992,4.90342431920324e-65,3.5089838413803e-63
"Gimap9",62.8269458088158,1.5852921689836,0.424327901178665,3.7360073767954,0.000186965185441714,0.000560485299584695
"Jazf1",105.540906346819,1.79212504534703,0.350014859297944,5.12013989617941,3.05309084841568e-07,1.35185177578052e-06
"Scrn1",221.136622940087,2.26827543152527,0.253579655146194,8.9450213591369,3.71877829236454e-19,4.32887685342016e-18
"Gm44321",50.1719929176811,1.63204713313541,0.41323351222513,3.94945493250865,7.8329356434487e-05,0.000249287075073586
"Gm15402",210.74259149146,1.85016921010745,0.212367272983428,8.71212020626093,2.98243168285521e-18,3.31508752440445e-17
"Gm20560",119.336253278404,2.15587407514959,0.34187787792703,6.30597711738965,2.86381347455148e-10,1.78208649671055e-09
"Dnah6",3591.29694114865,3.13014255465086,0.307833396040309,10.168300759158,2.74658219289892e-24,4.25083802213028e-23
"Reg1",116.083937813631,4.47279383726523,0.368710477347592,12.1309105980425,7.24394124159018e-34,1.69040293445058e-32
"Reg3g",78798.8918622825,2.54925622651274,0.134811781776303,18.9097435915712,9.48166669512004e-80,1.09608066995588e-77
"Hk2",2134.41838375908,1.76845688704818,0.116147215462982,15.2259946999059,2.37715430923194e-52,1.1233922943125e-50
"2310069B03Rik",17.7477676425337,2.60536774970704,0.690048218658043,3.77563144032713,0.000159602835133449,0.000484058810572244
"1700003E16Rik",1341.9817861297,1.80957306426771,0.113977310435079,15.8766078736209,9.20221975018011e-57,4.95666517583178e-55
"Add2",35.90323025539,-1.59118943153711,0.470873707046918,-3.37922760970505,0.000726898000960225,0.00195801622578266
"1810020O05Rik",238.555194975687,2.53111923629486,0.227599968001381,11.1209120920417,9.92520723599693e-29,1.85286974338586e-27
"Gm44430",55.8543134432959,2.03702500911276,0.462373558841937,4.40558282401506,1.05499831254505e-05,3.85285896498834e-05
"Cfap100",767.491200561662,2.47533681264581,0.14688883732769,16.8517693902339,1.01822119824204e-63,6.95537643962792e-62
"Mitf",27.3260546733861,-2.15941587023043,0.668333083721463,-3.23104739661578,0.00123337485989603,0.00318090911181012
"Bhlhe40",7354.72967235324,2.07155716379677,0.197176848090259,10.5060872199788,8.09841767606701e-26,1.35075494823457e-24
"Oxtr",34.3631102780113,-2.15701037397723,0.568292147668021,-3.79560122874915,0.000147286081013026,0.000448877555356672
